z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty
55,86,141Cs,0,24.86,s,0.1,B-N,0.036,0.004
55,85,140Cs,0,64,s,0.4,B-,100,
55,84,139Cs,0,9.25,m,0.06,B-,100,
55,89,144Cs,0,0.993,s,0.007,B-,100,
55,89,144Cs,0,0.993,s,0.007,B-N,3.02,0.08
55,88,143Cs,0,1.795,s,0.008,B-,100,
55,88,143Cs,0,1.795,s,0.008,B-N,1.65,0.09
55,90,145Cs,0,588,ms,5,B-,100,
55,90,145Cs,0,588,ms,5,B-N,12.84,0.43
55,94,149Cs,0,112,ms,3,B-,100,
55,94,149Cs,0,112,ms,3,B-N,25,4
55,94,149Cs,0,112,ms,3,B-2N,,
55,93,148Cs,0,151,ms,2,B-,100,
55,93,148Cs,0,151,ms,2,B-N,28.7,4.1
55,93,148Cs,0,151,ms,2,B-2N,,
55,92,147Cs,0,232,ms,2,B-,100,
55,92,147Cs,0,232,ms,2,B-N,28.5,1.7
55,91,146Cs,0,322,ms,1,B-,100,
55,91,146Cs,0,322,ms,1,B-N,14.2,0.5
55,91,146Cs,0,322,ms,1,B-2N,,
55,97,152Cs,0,,,,B-,100,
55,97,152Cs,0,,,,B-N,,
55,97,152Cs,0,,,,B-2N,,
55,96,151Cs,0,59,ms,19,B-,100,
55,96,151Cs,0,59,ms,19,B-N,,
55,96,151Cs,0,59,ms,19,B-2N,,
55,95,150Cs,0,80.8,ms,2.8,B-,100,
55,95,150Cs,0,80.8,ms,2.8,B-N,44,
55,95,150Cs,0,80.8,ms,2.8,B-2N,,
56,92,148Ba,0,619,ms,4,B-,100,
56,92,148Ba,0,619,ms,4,B-N,0.389,0.332
56,93,149Ba,0,352,ms,5,B-,100,
56,93,149Ba,0,352,ms,5,B-N,3.9,1.2
56,94,150Ba,0,258,ms,5,B-,100,
56,94,150Ba,0,258,ms,5,B-N,1,0.5
56,95,151Ba,0,167,ms,5,B-,100,
56,95,151Ba,0,167,ms,5,B-N,,
56,90,146Ba,0,2.16,s,0.04,B-,100,
56,91,147Ba,0,894,ms,7,B-,100,
56,91,147Ba,0,894,ms,7,B-N,0.071,0.044
56,96,152Ba,0,140,ms,7,B-,100,
56,96,152Ba,0,140,ms,7,B-N,,
56,97,153Ba,0,113,ms,39,B-,100,
56,97,153Ba,0,113,ms,39,B-N,,
56,97,153Ba,0,113,ms,39,B-2N,,
56,98,154Ba,0,53,ms,48,B-,100,
56,98,154Ba,0,53,ms,48,B-N,,
56,58,114Ba,0,0.41,s,+0.15-0.1,EC+B+,99.1,0.3
56,58,114Ba,0,0.41,s,+0.15-0.1,ECP,20,10
56,58,114Ba,0,0.41,s,+0.15-0.1,A,0.9,0.3
56,59,115Ba,0,0.45,s,0.05,EC+B+,100,
56,59,115Ba,0,0.45,s,0.05,ECP,15,
56,60,116Ba,0,1.3,s,0.2,EC+B+,100,
56,60,116Ba,0,1.3,s,0.2,ECP,3,1
56,61,117Ba,0,1.75,s,0.06,EC+B+,100,
56,61,117Ba,0,1.75,s,0.06,ECP,13,3
56,61,117Ba,0,1.75,s,0.06,ECA,0.024,0.013
56,62,118Ba,0,5.2,s,0.2,EC+B+,100,
56,62,118Ba,0,5.2,s,0.2,ECP,,
56,67,123Ba,0,2.4,m,0.4,EC+B+,100,
56,68,124Ba,0,10.8,m,0.6,EC+B+,100,
56,69,125Ba,0,3.3,m,0.3,EC+B+,100,
56,63,119Ba,0,5.4,s,0.3,EC+B+,100,
56,63,119Ba,0,5.4,s,0.3,ECP,25,2
56,64,120Ba,0,24,s,2,EC+B+,100,
56,65,121Ba,0,29.7,s,1.5,EC+B+,100,
56,65,121Ba,0,29.7,s,1.5,ECP,0.02,0.01
56,66,122Ba,0,1.95,m,0.15,EC+B+,100,
56,70,126Ba,0,98.6,m,1.5,EC+B+,100,
56,71,127Ba,0,12.8,m,0.3,EC+B+,100,
56,71,127Ba,0.08031999999999999,1.93,s,0.07,IT,100,
56,72,128Ba,0,2.43,d,0.05,EC,100,
56,73,129Ba,0,2.23,h,0.1,EC+B+,100,
56,73,129Ba,0.00842,2.142,h,0.008,EC+B+,100,
56,73,129Ba,0.00842,2.142,h,0.008,IT,,
56,79,135Ba,0.268218,28.12,h,0.06,IT,100,
56,75,131Ba,0,11.52,d,0.01,EC+B+,100,
56,75,131Ba,0.187995,14.26,m,0.09,IT,100,
56,77,133Ba,0,10.536,y,+0.004-0.004,EC,100,
56,77,133Ba,0.288252,38.87,h,0.07,IT,99.9896,0.0005
56,77,133Ba,0.288252,38.87,h,0.07,EC,0.0104,0.0005
56,81,137Ba,0.661659,2.5518,m,0.001,IT,100,
56,83,139Ba,0,82.89,m,0.14,B-,100,
56,84,140Ba,0,12.7526,d,0.0014,B-,100,
56,80,136Ba,2.030535,302.2,ms,6.2,IT,100,
56,89,145Ba,0,3.99,s,0.19,B-,100,
56,85,141Ba,0,18.24,m,0.08,B-,100,
56,86,142Ba,0,10.51,m,0.15,B-,100,
56,87,143Ba,0,14.38,s,0.21,B-,100,
56,88,144Ba,0,11.7,s,0.1,B-,100,
57,60,117La,0,21.7,ms,1.8,P,100,
57,63,120La,0+X,2.8,s,0.2,EC+B+,100,
57,63,120La,0+X,2.8,s,0.2,ECP,,
57,68,125La,0,64.8,s,1.2,EC+B+,100,
57,68,125La,0.107,0.39,s,0.04,IT,100,
57,69,126La,0+X,54,s,2,EC+B+,100,
57,69,126La,0+X,50,s,<,EC+B+,,
57,69,126La,0+X,50,s,<,IT,,
57,64,121La,0,5.3,s,0.2,EC+B+,100,
57,64,121La,0,5.3,s,0.2,ECP,,
57,65,122La,0,8.7,s,0.7,EC+B+,100,
57,65,122La,0,8.7,s,0.7,ECP,,
57,66,123La,0,16.3,s,0.3,EC+B+,100,
57,67,124La,0+X,21,s,4,EC+B+,100,
57,67,124La,0+X,29.21,s,0.17,EC+B+,100,
57,71,128La,0,5.1,m,0.2,EC+B+,100,
57,71,128La,0+X,1.4,m,<,EC+B+,100,
57,72,129La,0,11.6,m,0.2,EC+B+,100,
57,72,129La,0.17233,0.56,s,0.05,IT,100,
57,73,130La,0,8.7,m,0.1,EC+B+,100,
57,74,131La,0,59,m,2,EC+B+,100,
57,70,127La,0,5.1,m,0.1,EC+B+,100,
57,70,127La,0.014199999999999999,3.7,m,0.4,EC+B+,100,
57,79,136La,0,9.87,m,0.03,EC+B+,100,
57,79,136La,0.2595,113,ms,4,IT,100,
57,75,132La,0,4.58,h,0.09,EC+B+,100,
57,75,132La,0.1882,24.3,m,0.5,EC+B+,24,
57,75,132La,0.1882,24.3,m,0.5,IT,76,
57,76,133La,0,3.89,h,0.03,EC+B+,100,
57,77,134La,0,6.45,m,0.16,EC+B+,100,
57,78,135La,0,18.95,h,0.13,EC+B+,100,
57,83,140La,0,40.284,h,0.003,B-,100,
57,84,141La,0,3.93,h,0.03,B-,100,
57,85,142La,0,91.8,m,0.5,B-,100,
57,80,137La,0,6.00e+04,y,2.00e+04,EC,100,
57,81,138La,0,1.03e+11,y,1.11e+09,B-,34.5,0.4
57,81,138La,0,1.03e+11,y,1.11e+09,EC+B+,65.5,0.4
57,86,143La,0,14.09,m,0.07,B-,100,
57,87,144La,0,40.8,s,0.4,B-,100,
57,88,145La,0,24.8,s,2.0,B-,100,
57,89,146La,0,6.1,s,0.3,B-,100,
57,89,146La,0.14150000000000001,9.8,s,0.4,B-,100,
57,89,146La,0.14150000000000001,9.8,s,0.4,IT,,
57,93,150La,0,0.51,s,+0.01-0.022,B-,100,
57,93,150La,0,0.51,s,+0.01-0.022,B-N,2.69,0.34
57,94,151La,0,0.457,s,+0.03-0.018,B-,100,
57,94,151La,0,0.457,s,+0.03-0.018,B-N,,
57,95,152La,0,298,ms,+6-23,B-,100,
57,95,152La,0,298,ms,+6-23,B-N,,
57,96,153La,0,244,ms,18,B-,100,
57,96,153La,0,244,ms,18,B-N,,
57,90,147La,0,4.024,s,0.011,B-,100,
57,90,147La,0,4.024,s,0.011,B-N,0.043,0.004
57,91,148La,0,1.411,s,0.028,B-,100,
57,91,148La,0,1.411,s,0.028,B-N,0.192,
57,92,149La,0,1.085,s,0.026,B-,100,
57,92,149La,0,1.085,s,0.026,B-N,1.41,0.33
57,97,154La,0,163,ms,15,B-,100,
57,97,154La,0,163,ms,15,B-N,,
57,97,154La,0,163,ms,15,B-2N,,
57,98,155La,0,100,ms,25,B-,100,
57,98,155La,0,100,ms,25,B-N,,
57,98,155La,0,100,ms,25,B-2N,,
57,99,156La,0,84,ms,78,B-,100,
57,99,156La,0,84,ms,78,B-N,,
57,99,156La,0,84,ms,78,B-2N,,
57,100,157La,0,,,,B-,100,
57,100,157La,0,,,,B-N,,
57,100,157La,0,,,,B-2N,,
58,100,158Ce,0,99,ms,93,B-,100,
58,100,158Ce,0,99,ms,93,B-N,,
58,63,121Ce,0,1.1,s,0.1,EC+B+,100,
58,63,121Ce,0,1.1,s,0.1,ECP,1,
58,64,122Ce,0,,,,EC+B+,100,
58,64,122Ce,0,,,,ECP,,
58,69,127Ce,0,34,s,2,EC+B+,100,
58,69,127Ce,0.0073,28.6,s,0.7,EC+B+,100,
58,65,123Ce,0,3.8,s,0.2,EC+B+,100,
58,65,123Ce,0,3.8,s,0.2,ECP,,
58,66,124Ce,0,9.1,s,2.3,EC+B+,100,
58,67,125Ce,0,9.7,s,0.3,EC+B+,100,
58,67,125Ce,0,9.7,s,0.3,ECP,,
58,67,125Ce,0.0936,&asymp;3,s,,IT,100,
58,68,126Ce,0,51,s,0.4,EC+B+,100,
58,72,130Ce,0,22.9,m,0.5,EC+B+,100,
58,73,131Ce,0,10.3,m,0.3,EC+B+,100,
58,73,131Ce,0.06309000000000001,5,m,1,EC+B+,100,
58,74,132Ce,0,3.51,h,0.11,EC+B+,100,
58,75,133Ce,0,97,m,4,EC+B+,100,
58,75,133Ce,0.037200000000000004,5.326,h,0.011,EC+B+,100,
58,75,133Ce,0.037200000000000004,5.326,h,0.011,IT,,
58,70,128Ce,0,4,m,0.1,EC+B+,100,
58,71,129Ce,0,3.5,m,0.3,EC+B+,100,
58,76,134Ce,0,3.22,d,0.04,EC,100,
58,77,135Ce,0,17.7,h,0.2,EC+B+,100,
58,77,135Ce,0.44581,20,s,1,IT,100,
58,79,137Ce,0,9.11,h,0.03,EC+B+,100,
58,79,137Ce,0.25429,34.8,h,0.03,IT,99.23,0.02
58,79,137Ce,0.25429,34.8,h,0.03,EC+B+,0.77,0.02
58,83,141Ce,0,32.504,d,0.011,B-,100,
58,85,143Ce,0,33.037,h,0.008,B-,100,
58,86,144Ce,0,284.886,d,0.03,B-,100,
58,80,138Ce,2.12928,8.73,ms,0.2,IT,100,
58,81,139Ce,0,137.64,d,0.02,EC,100,
58,81,139Ce,0.75424,57.58,s,0.32,IT,100,
58,87,145Ce,0,3.02,m,0.05,B-,100,
58,88,146Ce,0,13.22,m,0.09,B-,100,
58,89,147Ce,0,56.4,s,1.1,B-,100,
58,94,152Ce,0,1.42,s,0.02,B-,100,
58,95,153Ce,0,865,ms,25,B-,100,
58,95,153Ce,0,865,ms,25,B-N,,
58,96,154Ce,0,722,ms,14,B-,100,
58,96,154Ce,0,722,ms,14,B-N,,
58,97,155Ce,0,313,ms,7,B-,100,
58,97,155Ce,0,313,ms,7,B-N,,
58,90,148Ce,0,56.8,s,0.3,B-,100,
58,91,149Ce,0,5.2,s,0.3,B-,100,
58,92,150Ce,0,6.05,s,0.07,B-,100,
58,93,151Ce,0,1.74,s,0.05,B-,100,
58,98,156Ce,0,233,ms,9,B-,100,
58,98,156Ce,0,233,ms,9,B-N,,
58,99,157Ce,0,175,ms,41,B-,100,
58,99,157Ce,0,175,ms,41,B-N,,
59,100,159Pr,0,134,ms,43,B-,100,
59,100,159Pr,0,134,ms,43,B-N,,
59,101,160Pr,0,170,ms,140,B-,100,
59,101,160Pr,0,170,ms,140,B-N,,
59,101,160Pr,0,170,ms,140,B-2N,,
59,102,161Pr,0,,,,B-,100,
59,102,161Pr,0,,,,B-N,,
59,102,161Pr,0,,,,B-2N,,
59,85,144Pr,0,17.28,m,0.03,B-,100,
59,85,144Pr,0.05903,7.2,m,0.3,IT,99.93,
59,85,144Pr,0.05903,7.2,m,0.3,B-,0.07,
59,84,143Pr,0,13.57,d,0.02,B-,100,
59,87,146Pr,0,24.09,m,0.1,B-,100,
59,86,145Pr,0,5.982,h,0.009,B-,100,
59,81,140Pr,0,3.39,m,0.01,EC+B+,100,
59,80,139Pr,0,4.41,h,0.04,EC+B+,100,
59,83,142Pr,0,19.12,h,0.04,B-,99.9836,0.0008
59,83,142Pr,0,19.12,h,0.04,EC,0.0164,0.0008
59,83,142Pr,0.0036940000000000002,14.6,m,0.5,IT,100,
59,89,148Pr,0,2.29,m,0.02,β⁻,100,
59,89,148Pr,0.0768,2.01,m,0.07,β⁻,64,10
59,89,148Pr,0.0768,2.01,m,0.07,IT,36,10
59,88,147Pr,0,13.35,m,0.1,B-,100,
59,90,149Pr,0,2.26,m,0.07,B-,100,
59,96,155Pr,0,1.47,s,0.03,B-,100,
59,96,155Pr,0,1.47,s,0.03,B-N,,
59,95,154Pr,0,2.3,s,0.09,B-,100,
59,95,154Pr,0,2.3,s,0.09,B-N,,
59,98,157Pr,0,295,ms,+29-11,B-,100,
59,98,157Pr,0,295,ms,+29-11,B-N,,
59,97,156Pr,0,444,ms,6,B-,100,
59,97,156Pr,0,444,ms,6,B-N,,
59,92,151Pr,0,18.9,s,0.07,B-,100,
59,91,150Pr,0,6.19,s,0.16,B-,100,
59,94,153Pr,0,4.29,s,0.07,B-,100,
59,94,153Pr,0,4.29,s,0.07,B-N,,
59,93,152Pr,0,3.57,s,0.18,B-,100,
59,99,158Pr,0,181,ms,14,B-,100,
59,99,158Pr,0,181,ms,14,B-N,,
59,62,121Pr,0,10,ms,+6-3,P,100,
59,65,124Pr,0,1.2,s,0.2,EC+B+,100,
59,65,124Pr,0,1.2,s,0.2,ECP,,
59,67,126Pr,0,3.12,s,0.18,EC+B+,100,
59,67,126Pr,0,3.12,s,0.18,ECP,,
59,66,125Pr,0,3.3,s,0.7,EC+B+,100,
59,66,125Pr,0,3.3,s,0.7,ECP,,
59,69,128Pr,0,2.8,s,0.1,EC+B+,100,
59,69,128Pr,0,2.8,s,0.1,ECP,,
59,68,127Pr,0,4.2,s,0.3,EC+B+,100,
59,68,127Pr,0,4.2,s,0.3,ECP,,
59,74,133Pr,0,6.5,m,0.3,EC+B+,100,
59,74,133Pr,0.19212,1.1,s,0.2,IT,100,
59,73,132Pr,0,1.6,m,0.3,EC+B+,100,
59,76,135Pr,0,25.4,m,0.5,EC+B+,100,
59,75,134Pr,0,17,m,2,EC+B+,100,
59,75,134Pr,0.06770000000000001,&asymp;11,m,,EC+B+,100,
59,70,129Pr,0,31,s,2,EC+B+,100,
59,72,131Pr,0,1.49,m,0.02,EC+B+,100,
59,72,131Pr,0.1524,5.7,s,0.2,IT,96.4,1.2
59,72,131Pr,0.1524,5.7,s,0.2,EC+B+,3.6,1.2
59,71,130Pr,0+X,40,s,0.4,EC+B+,100,
59,71,130Pr,0+X,,,,EC+B+,,
59,78,137Pr,0,1.28,h,0.03,EC+B+,100,
59,77,136Pr,0,13.1,m,0.1,EC+B+,100,
59,79,138Pr,0,1.45,m,0.04,EC+B+,100,
59,79,138Pr,0.364,2.03,h,0.02,EC+B+,100,
60,103,163Nd,0,,,,B-,100,
60,103,163Nd,0,,,,B-N,,
60,101,161Nd,0,215,ms,76,B-,100,
60,101,161Nd,0,215,ms,76,B-N,,
60,102,162Nd,0,310,ms,20,B-,100,
60,102,162Nd,0,310,ms,20,B-N,,
60,100,160Nd,0,439,ms,37,B-,100,
60,100,160Nd,0,439,ms,37,B-N,,
60,74,134Nd,0,8.5,m,1.5,EC+B+,100,
60,73,133Nd,0,70,s,10,EC+B+,100,
60,73,133Nd,0.12797,&asymp;70,s,,EC+B+,,
60,73,133Nd,0.12797,&asymp;70,s,,IT,,
60,72,132Nd,0,94,s,8,EC+B+,100,
60,71,131Nd,0,25.4,s,0.9,EC+B+,100,
60,71,131Nd,0,25.4,s,0.9,ECP,,
60,70,130Nd,0,21,s,3,EC+B+,100,
60,79,139Nd,0,29.7,m,0.5,EC+B+,100,
60,79,139Nd,0.23116,5.5,h,0.2,EC+B+,87,1
60,79,139Nd,0.23116,5.5,h,0.2,IT,13,1
60,78,138Nd,0,5.11,h,0.08,EC+B+,100,
60,77,137Nd,0,38.5,m,1.5,EC+B+,100,
60,77,137Nd,0.51943,1.6,s,0.15,IT,100,
60,76,136Nd,0,50.65,m,0.33,EC+B+,100,
60,75,135Nd,0,12.4,m,0.6,EC+B+,100,
60,75,135Nd,0.06495000000000001,5.5,m,0.5,EC+B+,100,
60,75,135Nd,0.06495000000000001,5.5,m,0.5,IT,,
60,84,144Nd,0,2.29e+15,y,1.59e+14,A,100,
60,81,141Nd,0,2.49,h,0.03,EC+B+,100,
60,81,141Nd,0.75651,62,s,0.8,IT,99.95,
60,81,141Nd,0.75651,62,s,0.8,EC+B+,0.05,
60,80,140Nd,0,3.37,d,0.02,EC,100,
60,89,149Nd,0,1.728,h,0.002,B-,100,
60,87,147Nd,0,11.12,d,0.07,B-,100,
60,96,156Nd,0,5.27,s,0.23,B-,100,
60,95,155Nd,0,8.9,s,0.2,B-,100,
60,94,154Nd,0,25.9,s,0.2,B-,100,
60,93,153Nd,0,31.6,s,1.0,B-,100,
60,92,152Nd,0,11.4,m,0.2,B-,100,
60,91,151Nd,0,12.44,m,0.07,B-,100,
60,90,150Nd,0,9.30e+18,y,7.00e+17,2B-,100,
60,99,159Nd,0,485,ms,+39-20,B-,100,
60,99,159Nd,0,485,ms,+39-20,B-N,,
60,98,158Nd,0,820,ms,+15-36,B-,100,
60,98,158Nd,0,820,ms,+15-36,B-N,,
60,97,157Nd,0,1.16,s,0.02,B-,100,
60,69,129Nd,0,6.7,s,0.4,EC+B+,100,
60,69,129Nd,0,6.7,s,0.4,ECP,,
60,69,129Nd,0+X,2.6,s,0.4,EC+B+,,
60,69,129Nd,0+X,2.6,s,0.4,ECP,,
60,69,129Nd,0+X,2.6,s,0.4,IT,,
60,68,128Nd,0,,,,EC+B+,100,
60,68,128Nd,0,,,,ECP,,
60,67,127Nd,0,1.8,s,0.4,EC+B+,100,
60,67,127Nd,0,1.8,s,0.4,ECP,,
60,66,126Nd,0,,,,EC+B+,100,
60,66,126Nd,0,,,,ECP,,
60,65,125Nd,0,0.65,s,0.15,EC+B+,100,
60,65,125Nd,0,0.65,s,0.15,ECP,,
61,69,130Pm,0,2.6,s,0.2,EC+B+,100,
61,69,130Pm,0,2.6,s,0.2,ECP,,
61,68,129Pm,0,2.4,s,0.9,EC+B+,100,
61,68,129Pm,0,2.4,s,0.9,ECP,,
61,68,129Pm,0,2.4,s,0.9,P,,
61,67,128Pm,0,1,s,0.3,EC+B+,100,
61,67,128Pm,0,1,s,0.3,ECP,,
61,75,136Pm,0,107,s,6,EC+B+,100,
61,75,136Pm,0.28,5,m,0.8333333333333334,EC+B+,100,
61,74,135Pm,0+X,49,s,3,EC+B+,100,
61,74,135Pm,0+X,45,s,+4-5,EC+B+,100,
61,73,134Pm,0,&asymp;5,s,,EC+B+,100,
61,73,134Pm,0+X,24,s,1,EC+B+,100,
61,72,133Pm,0,14,s,2,EC+B+,100,
61,72,133Pm,0.12969999999999998,8.8,s,<,EC+B+,,
61,72,133Pm,0.12969999999999998,8.8,s,<,IT,,
61,71,132Pm,0,6.9,s,1.9,EC+B+,100,
61,71,132Pm,0,6.9,s,1.9,ECP,0.00005,
61,70,131Pm,0,6.3,s,0.8,EC+B+,100,
61,79,140Pm,0,9.2,s,0.2,EC+B+,100,
61,79,140Pm,0.431,5.84,m,0.09,EC+B+,100,
61,78,139Pm,0,4.14,m,0.05,EC+B+,100,
61,78,139Pm,0.18869999999999998,180,ms,20,IT,100,
61,77,138Pm,0,3.25,m,0.05,EC+B+,100,
61,76,137Pm,0,,,,EC+B+,100,
61,76,137Pm,0.16,2.4,m,0.1,EC+B+,100,
61,86,147Pm,0,2.62344,y,0.00022,B-,100,
61,85,146Pm,0,5.53,y,0.05,B-,34.3,1.5
61,85,146Pm,0,5.53,y,0.05,EC,65.7,1.5
61,84,145Pm,0,17.7,y,0.4,EC,100,
61,84,145Pm,0,17.7,y,0.4,A,2.8e-7,
61,83,144Pm,0,363,d,14,EC,100,
61,82,143Pm,0,265,d,7,EC+B+,100,
61,81,142Pm,0,40.5,s,0.4,EC+B+,100,
61,80,141Pm,0,20.9,m,0.05,EC+B+,100,
61,89,150Pm,0,2.698,h,0.015,B-,100,
61,88,149Pm,0,53.08,h,0.05,B-,100,
61,87,148Pm,0,5.368,d,0.007,B-,100,
61,87,148Pm,0.1379,41.29,d,0.11,B-,95.8,0.6
61,87,148Pm,0.1379,41.29,d,0.11,IT,4.2,0.6
61,97,158Pm,0,4.8,s,0.5,B-,100,
61,96,157Pm,0,10.56,s,0.1,B-,100,
61,95,156Pm,0,27.8,s,0.8,B-,100,
61,95,156Pm,0.15030000000000002,5,s,<,IT,98,
61,95,156Pm,0.15030000000000002,5,s,<,B-,2,
61,94,155Pm,0,41.5,s,0.2,B-,100,
61,93,154Pm,0,2.68,m,0.07,B-,100,
61,93,154Pm,0.198,1.7,m,0.1,B-,100,
61,92,153Pm,0,5.25,m,0.02,B-,100,
61,91,152Pm,0,4.1,m,0.1,B-,100,
61,91,152Pm,0.15,7.52,m,0.07,B-,100,
61,91,152Pm,0+X,15,m,1,B-,100,
61,91,152Pm,0+X,15,m,1,IT,,
61,90,151Pm,0,28.4,h,0.04,B-,100,
61,99,160Pm,0,0.725,s,0.057,B-,100,
61,99,160Pm,0,0.725,s,0.057,B-N,0.1,
61,99,160Pm,0.191,700,ms,>,B-,,
61,99,160Pm,0.191,700,ms,>,IT,,
61,98,159Pm,0,1.634,s,0.04,B-,100,
61,98,159Pm,0,1.634,s,0.04,B-N,0.6,
61,104,165Pm,0,0.297,s,+0.111-0.101,B-,100,
61,104,165Pm,0,0.297,s,+0.111-0.101,B-N,13.3,6.2
61,100,161Pm,0,730,ms,+43-33,B-,100,
61,100,161Pm,0,730,ms,+43-33,B-N,1.09,0.11
61,101,162Pm,0,474,ms,+37-23,B-,100,
61,101,162Pm,0,474,ms,+37-23,B-N,1.79,0.19
61,102,163Pm,0,363,ms,+42-30,B-,100,
61,102,163Pm,0,363,ms,+42-30,B-N,5,0.74
61,103,164Pm,0,280,ms,+38-33,B-,100,
61,103,164Pm,0,280,ms,+38-33,B-N,6.2,1.8
62,67,129Sm,0,0.55,s,0.1,EC+B+,100,
62,67,129Sm,0,0.55,s,0.1,ECP,,
62,68,130Sm,0,,,,EC+B+,,
62,69,131Sm,0,1.2,s,0.2,EC+B+,100,
62,69,131Sm,0,1.2,s,0.2,ECP,,
62,77,139Sm,0,2.57,m,0.09,EC+B+,100,
62,77,139Sm,0.45738,10.7,s,0.6,IT,93.7,0.5
62,77,139Sm,0.45738,10.7,s,0.6,EC+B+,6.3,0.5
62,78,140Sm,0,14.78,m,0.08,EC+B+,100,
62,79,141Sm,0,10.4,m,0.5,EC+B+,100,
62,79,141Sm,0.1759,22.6,m,0.2,EC+B+,99.69,0.03
62,79,141Sm,0.1759,22.6,m,0.2,IT,0.31,0.03
62,70,132Sm,0,4,s,0.3,EC+B+,100,
62,70,132Sm,0,4,s,0.3,ECP,,
62,71,133Sm,0,2.9,s,0.2,EC+B+,100,
62,71,133Sm,0,2.9,s,0.2,ECP,,
62,71,133Sm,0+X,3.4,s,0.5,EC+B+,,
62,71,133Sm,0+X,3.4,s,0.5,ECP,,
62,71,133Sm,0+X,3.4,s,0.5,IT,,
62,72,134Sm,0,9.5,s,0.7,EC+B+,100,
62,73,135Sm,0,10.3,s,0.5,EC+B+,100,
62,73,135Sm,0,10.3,s,0.5,ECP,0.02,0.01
62,74,136Sm,0,45,s,2,EC+B+,100,
62,75,137Sm,0,45,s,4,EC+B+,100,
62,76,138Sm,0,3.1,m,0.2,EC+B+,100,
62,89,151Sm,0,94.6,y,0.6,B-,100,
62,80,142Sm,0,72.48,m,0.04,EC+B+,100,
62,81,143Sm,0,8.83,m,0.01,EC+B+,100,
62,81,143Sm,0.75399,66,s,1,IT,99.76,0.05
62,81,143Sm,0.75399,66,s,1,EC+B+,0.24,0.05
62,83,145Sm,0,340,d,3,EC,100,
62,84,146Sm,0,6.80e+07,y,7.00e+06,A,100,
62,85,147Sm,0,1.07e+11,y,6.55e+08,A,100,
62,86,148Sm,0,6.84e+15,y,9.73e+14-9.88e+14,A,100,
62,102,164Sm,0,1.42,s,0.06,B-,100,
62,102,164Sm,0,1.42,s,0.06,B-N,0.7,
62,101,163Sm,0,1.67,s,+0.18-0.19,B-,100,
62,101,163Sm,0,1.67,s,+0.18-0.19,B-N,0.1,
62,100,162Sm,0,3.09,s,0.27,B-,100,
62,106,168Sm,0,0.353,s,+0.21-0.164,B-,100,
62,106,168Sm,0,0.353,s,+0.21-0.164,B-N,21,
62,105,167Sm,0,334,ms,+83-78,B-,100,
62,105,167Sm,0,334,ms,+83-78,B-N,16,
62,104,166Sm,0,399,ms,+56-62,B-,100,
62,104,166Sm,0,399,ms,+56-62,B-N,4.4,1.4
62,103,165Sm,0,614,ms,+89-91,B-,100,
62,103,165Sm,0,614,ms,+89-91,B-N,1.36,0.4
62,99,161Sm,0,4.63,s,0.29,B-,100,
62,91,153Sm,0,46.283,h,0.002,B-,100,
62,93,155Sm,0,22.182,m,0.054,B-,100,
62,94,156Sm,0,9.4,h,0.2,B-,100,
62,95,157Sm,0,8.04,m,0.06,B-,100,
62,96,158Sm,0,5.32,m,0.05,B-,100,
62,97,159Sm,0,11.37,s,0.15,B-,100,
62,98,160Sm,0,9.6,s,0.3,B-,100,
63,107,170Eu,0,197,ms,+74-71,B-,100,
63,107,170Eu,0,197,ms,+74-71,B-N,24,
63,106,169Eu,0,389,ms,90,B-,100,
63,106,169Eu,0,389,ms,90,B-N,14.6,
63,101,164Eu,0,4.08,s,0.16,B-,100,
63,100,163Eu,0,7.7,s,0.4,B-,100,
63,103,166Eu,0,1.29,s,+0.07-0.08,B-,100,
63,103,166Eu,0,1.29,s,+0.07-0.08,B-N,0.63,0.17
63,102,165Eu,0,2.25,s,0.14,B-,100,
63,102,165Eu,0,2.25,s,0.14,B-N,0.4,
63,105,168Eu,0,440,ms,48,B-,100,
63,105,168Eu,0,440,ms,48,B-N,3.95,0.83
63,104,167Eu,0,862,ms,+75-59,B-,100,
63,104,167Eu,0,862,ms,+75-59,B-N,1.95,0.38
63,67,130Eu,0,0.9,ms,+0.49-0.29,P,100,
63,68,131Eu,0,17.8,ms,1.9,P,,
63,68,131Eu,0,17.8,ms,1.9,EC+B+,,
63,69,132Eu,0,,,,P,,
63,69,132Eu,0,,,,EC+B+,,
63,69,132Eu,0,,,,ECP,,
63,78,141Eu,0,40.7,s,0.7,EC+B+,100,
63,78,141Eu,0.09645000000000001,3,s,0.3,IT,87,
63,78,141Eu,0.09645000000000001,3,s,0.3,EC+B+,13,
63,79,142Eu,0,2.36,s,0.1,EC+B+,100,
63,79,142Eu,0.52,1.223,m,0.007,EC+B+,100,
63,71,134Eu,0,0.5,s,0.2,EC+B+,100,
63,71,134Eu,0,0.5,s,0.2,ECP,,
63,72,135Eu,0,1.5,s,0.2,EC+B+,100,
63,72,135Eu,0,1.5,s,0.2,ECP,,
63,73,136Eu,0+X,3.3,s,0.3,EC+B+,100,
63,73,136Eu,0+X,3.3,s,0.3,ECP,0.09,
63,73,136Eu,0+X,3.8,s,0.3,EC+B+,100,
63,73,136Eu,0+X,3.8,s,0.3,ECP,0.09,
